StatementId,Text
124e6ca46417ed0ed21f68f068cab4d9,"Skutečný boj s kůrovcem? Vláda a SPD T. Okamury ho zase nahradí PR fotkami v bundách s lesníky u stromu https://t.co/Ncq46wlwqD"
188436E5BB52E869DB07ABD90F41D355,"Tomio Okamura si vzal 14 let starou zprávu z Ministerstva vnitra, účelově si ji upravil a straší lidi nebezpečím a i hrozbou terorismu.  Tak se podívejme, kdo skutečně spáchal nedávný teroristický útok v České republice. Byl to aktivní podporovatel SPD. Naštěstí nikoho nezranil.  Místopředseda Sněmovny zapomíná na jedno staré pravidlo: Nejdříve by si měl člověk zamést před vlastním prahem. A to mu doporučuji. Je to určitě lepší, než aby lhal o ostatních."
1AD455AA6395B2E978E11569DC7C3963,"Hayato Okamura 🙂 Náš kandidát do Senátu na Praze 8 🇨🇿    Jeho program je pozitivní, je to věřící křesťan, jehož vzorem je papež František a který je zastánce věcného dialogu. A jak říká, musíme se soustředit na občanské vzdělávání, mediální i finanční gramotnost. Podle Hayata nám tu v některých věcech chybí lidé, kteří dokážou věci posunout - ať už v českém nebo evropském prostředí 🇪🇺    Jsem vážně moc rád, že jde do toho se mnou a dalšími lidoveckými kandidáty 🙂 Senát potřebuje demokratické a proevropské osobnosti.     Ale co budu povídat, podívejte se na celý rozhovor sami 👇🏻"
1d256577d623dadc984e1f7e4a8f9783,"KUK! Senát jim nedáme! 🇨🇿️  Po internetu kolovaly nějaké zprávy, že Hayato Okamura nebude kandidátem lidovců do Senátu. Tak to rozhodně není pravda. Hayato je lidovec a do senátního boje jde za nás! A já mu za to děkuji a jsem za to velmi rád! 🙂    Společně chceme bránit naši demokracii a hájit dodržování práva! Senát nesmí patřit ANO a vládě s komunisty. Vypadá to totiž, že Senát bude na dlouhou dobu důležitou demokratickou pojistkou.     A proto jim Senát nedáme. Uděláme pro to vše, co bude v našich silách."
30525509EA53AF46783E16942FD75A6A,"Právě jsem na cestě na Barrandov.   Ano, jdu opět do Arény. Bude tam se mnou tentokrát předseda komunistů Filip a Tomio Okamura.   Tak jsem zvědav, jak to dnes bude probíhat. Snad se na to bude dát koukat 🙂"
5f0cddd4ddd9f60da61e1cd92334377c,"T. Okamura opět nehorázně lže. 40 dětí z řeckých uprchlických táborů v Čr nemá být adoptováno. Pouze dočasně přijato. To je tedy hrdina, když se bojí 40 dětí. To multikulturalismus opravdu nezpůsobí. T. Okamura by to jako bývalý ambassador multikulturalismu mohl vědět. https://t.co/byxlsK2rCB"
6bf369a90bd211637087223faae10804,"Tady je celý verdikt soudu. Tomio Okamura se musí omluvit mně a @1PavelSvoboda ve dvou příspěvcích na svém FB profilu, které nemůže poté smazat, dále v nezávislých novinách, v televizním pořadu a také do měsíce v Poslanecké sněmovně. 💪  https://t.co/b2ZOx0ZrDM"
7286f0629d8c8e307f4d66a4101e9e52,"Doufám, že Česká televize nepřipravovuje další sérii pořadu Den D. Má prokazatelně neblahý vliv na českou politiku. Pánové Okamura, Pilný a paní ministryně Nováková nám již stačili...;-).  https://t.co/lrStDJWDGR"
810B03C5FD4217391186C23AF0755A65,"T. Okamura mi dnes při svém vystoupení připomněl Švejka:  Máš rád Turky? Máš rád ty pohanský psy, viď že nemáš?   Vojna s Turkem musí bejt! Zabili ste mě strejčka, tak tady máte přes držku!  Švejk: „Poslušně hlásím, všechno prošlo hladce. Jenom když jsem pouštěl ty slečny z baráku, z protějšího bytu vyšel nějakej turek. Na hlavě měl fez a pokusil se rušit noční klid.”  Katz: „Jak to dopadlo?”  Švejk: „No dal jsem mu přes držku a byl klid"
c4ee0c6ebbc12ffb2a5d846779b8c81d,"Kdo si jak připomíná naše hrdiny... 🇨🇿️  Minulý rok se zúčastnil premiér, já ve funkci vicepremiéra, ministr obrany, ministr kultury a další.  Letos za vládu pouze ministryně obrany. Ale byli tam další - třeba Okamura, Kobza a Foldyna (ti minulý rok nebyli) 😕"
